PeakID (cmd=annotatePeaks.pl /sonas-hs/ware/hpc_norepl/data/foli/maizeCode/RA1_q40_F6L2LP_common.bed zm_v4 -ann /sonas-hs/ware/hpc/home/foli/software/homer/data/genomes/zm_v4/zm_v4.basic.annotation)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7-2693	7	12041743	12041940	+	9.37	NA	"intron (transcript:Zm00001d018986_T001, intron 5 of 6)"	NA	4171	transcript:Zm00001d018986_T001								
7-3378	7	115696177	115696374	+	9.37	NA	NA	NA	10769	transcript:Zm00001d001203_T001								
1-4640	1	282508932	282509129	+	9.37	NA	TTS (transcript:Zm00001d034050_T003)	NA	8949	transcript:Zm00001d034050_T003								
6-2333	6	58486409	58486606	+	9.37	NA	promoter-TSS (transcript:Zm00001d035888_T001)	NA	-209	transcript:Zm00001d035888_T001								
4-3839	4	141780347	141780544	+	9.37	NA	NA	NA	-12017	transcript:Zm00001d051092_T001								
3-4073	3	21487999	21488196	+	9.37	NA	NA	NA	-20573	transcript:Zm00001d039978_T001								
4-4329	4	86500749	86500946	+	9.37	NA	NA	NA	-76212	transcript:Zm00001d050409_T001								
9-3228	9	115700751	115700948	+	9.37	NA	NA	NA	3586	transcript:Zm00001d027159_T001								
7-3122	7	23465789	23465986	+	9.37	NA	NA	NA	66530	transcript:Zm00001d019237_T002								
9-3069	9	68801239	68801436	+	9.37	NA	"exon (transcript:Zm00001d046168_T002, exon 2 of 5)"	NA	1197	transcript:Zm00001d046168_T002								
1-2530	1	286479791	286479990	+	9.19	NA	NA	NA	-6929	transcript:Zm00001d034200_T001								
8-1623	8	180490322	180490521	+	9.19	NA	"exon (transcript:Zm00001d012770_T001, exon 3 of 3)"	NA	1916	transcript:Zm00001d012770_T003								
10-861	10	42082895	42083094	+	9.19	NA	NA	NA	-3540	transcript:Zm00001d024075_T001								
2-2082	2	91246642	91246841	+	9.19	NA	NA	NA	46351	transcript:Zm00001d004203_T001								
1-2272	1	83223817	83224016	+	9.19	NA	NA	NA	4097	transcript:Zm00001d029706_T002								
4-2140	4	186308695	186308894	+	9.19	NA	NA	NA	3741	transcript:Zm00001d052295_T012								
6-1348	6	113542603	113542802	+	9.19	NA	NA	NA	5790	transcript:Zm00001d037133_T001								
1-2490	1	259835385	259835584	+	9.19	NA	NA	NA	6760	transcript:Zm00001d033347_T001								
1-2477	1	250555194	250555393	+	9.19	NA	NA	NA	-17765	transcript:Zm00001d033115_T001								
1-1671	1	117469211	117469410	+	9.19	NA	NA	NA	-96769	transcript:Zm00001d030264_T003								
5-2074	5	213823830	213824029	+	9.19	NA	promoter-TSS (transcript:Zm00001d018077_T001)	NA	-546	transcript:Zm00001d018077_T002								
3-2078	3	173420222	173420421	+	9.19	NA	"exon (transcript:Zm00001d042608_T004, exon 2 of 3)"	NA	3012	transcript:Zm00001d042608_T001								
2-2047	2	49245668	49245867	+	9.19	NA	promoter-TSS (transcript:Zm00001d003594_T001)	NA	-330	transcript:Zm00001d003594_T001								
2-1956	2	243538497	243538696	+	9.19	NA	promoter-TSS (transcript:Zm00001d007943_T011)	NA	-893	transcript:Zm00001d007943_T011								
8-1115	8	137660511	137660710	+	9.19	NA	NA	NA	37317	transcript:Zm00001d011057_T001								
5-1681	5	166524457	166524656	+	9.19	NA	"intron (transcript:Zm00001d016528_T003, intron 4 of 8)"	NA	1632	transcript:Zm00001d016528_T003								
5-1581	5	50037847	50038046	+	9.19	NA	"intron (transcript:Zm00001d014490_T001, intron 4 of 5)"	NA	3372	transcript:Zm00001d014490_T001								
10-901	10	90184924	90185123	+	9.19	NA	promoter-TSS (transcript:Zm00001d024833_T001)	NA	-878	transcript:Zm00001d024833_T001								
9-1271	9	62906351	62906550	+	9.19	NA	NA	NA	-103850	transcript:Zm00001d046096_T001								
9-1028	9	16808306	16808505	+	9.19	NA	TTS (transcript:Zm00001d045240_T001)	NA	985	transcript:Zm00001d045240_T001								
9-1382	9	154287790	154287989	+	9.19	NA	NA	NA	3399	transcript:Zm00001d048307_T001								
5-1297	5	1130680	1130879	+	9.19	NA	TTS (transcript:Zm00001d012856_T003)	NA	-3109	transcript:Zm00001d012855_T001								
2-2264	2	208863345	208863544	+	9.19	NA	"intron (transcript:Zm00001d006459_T008, intron 12 of 15)"	NA	4648	transcript:Zm00001d006459_T002								
3-2200	3	235621970	235622169	+	9.19	NA	NA	NA	-16454	transcript:Zm00001d044716_T001								
3-1903	3	37526080	37526279	+	9.19	NA	"intron (transcript:Zm00001d040312_T018, intron 4 of 13)"	NA	989	transcript:Zm00001d040312_T010								
6-1173	6	132201430	132201629	+	9.19	NA	NA	NA	7759	transcript:Zm00001d037625_T001								
8-1387	8	177824169	177824368	+	9.19	NA	NA	NA	8615	transcript:Zm00001d012649_T001								
6-683	6	7888338	7888537	+	9.19	NA	NA	NA	-109809	transcript:Zm00001d035174_T001								
5-899	5	161107782	161107981	+	9.19	NA	NA	NA	19965	transcript:Zm00001d016402_T082								
8-1116	8	139022286	139022485	+	9.19	NA	"3' UTR (transcript:Zm00001d011099_T014, exon 12 of 12)"	NA	-1153	transcript:Zm00001d011100_T002								
3-1701	3	133422928	133423127	+	9.19	NA	NA	NA	-67993	transcript:Zm00001d041690_T001								
3-1640	3	63753397	63753596	+	9.19	NA	"exon (transcript:Zm00001d040755_T001, exon 3 of 3)"	NA	2992	transcript:Zm00001d040755_T001								
5-2027	5	182868159	182868358	+	9.19	NA	NA	NA	27128	transcript:Zm00001d017021_T001								
7-1225	7	2542272	2542471	+	9.19	NA	NA	NA	3140	transcript:Zm00001d018683_T001								
6-1219	6	165673854	165674053	+	9.19	NA	NA	NA	-10178	transcript:Zm00001d038845_T002								
10-1109	10	127361560	127361759	+	9.19	NA	"exon (transcript:Zm00001d025717_T001, exon 3 of 4)"	NA	2373	transcript:Zm00001d025717_T001								
1-2883	1	217156730	217156929	+	9.19	NA	NA	NA	17395	transcript:Zm00001d032208_T001								
8-863	8	37499678	37499877	+	9.19	NA	TTS (transcript:Zm00001d009116_T001)	NA	796	transcript:Zm00001d009116_T001								
7-1263	7	39998325	39998524	+	9.19	NA	"exon (transcript:Zm00001d019526_T001, exon 2 of 3)"	NA	1301	transcript:Zm00001d019526_T001								
1-1854	1	7885014	7885213	+	9.19	NA	TTS (transcript:Zm00001d027542_T001)	NA	1614	transcript:Zm00001d027542_T001								
5-1803	5	13079369	13079568	+	9.19	NA	"intron (transcript:Zm00001d013510_T002, intron 3 of 4)"	NA	10064	transcript:Zm00001d013510_T002								
9-1255	9	48657397	48657596	+	9.19	NA	NA	NA	117599	transcript:Zm00001d045946_T001								
1-1627	1	55551207	55551406	+	9.19	NA	NA	NA	-7107	transcript:Zm00001d029035_T001								
4-2214	4	231018974	231019173	+	9.19	NA	NA	NA	4152	transcript:Zm00001d053429_T001								
3-1369	3	45037014	45037213	+	9.19	NA	NA	NA	-36370	transcript:Zm00001d040467_T003								
10-1013	10	47026773	47026972	+	9.19	NA	NA	NA	55479	transcript:Zm00001d024119_T001								
10-1268	10	98861020	98861219	+	9.19	NA	NA	NA	-88441	transcript:Zm00001d025002_T002								
8-1058	8	77016305	77016504	+	9.19	NA	"exon (transcript:Zm00001d009708_T001, exon 1 of 8)"	NA	932	transcript:Zm00001d009708_T002								
4-2161	4	199659416	199659615	+	9.19	NA	NA	NA	-5566	transcript:Zm00001d052749_T001								
4-1816	4	187395376	187395575	+	9.19	NA	"exon (transcript:Zm00001d052339_T001, exon 1 of 3)"	NA	969	transcript:Zm00001d052339_T002								
1-2429	1	223195962	223196161	+	9.19	NA	NA	NA	12153	transcript:Zm00001d032342_T001								
9-1277	9	71353939	71354138	+	9.19	NA	promoter-TSS (transcript:Zm00001d046195_T001)	NA	-734	transcript:Zm00001d046195_T001								
6-1512	6	46331245	46331444	+	9.19	NA	NA	NA	-9539	transcript:Zm00001d035763_T006								
9-1207	9	6587361	6587560	+	9.19	NA	"3' UTR (transcript:Zm00001d044895_T001, exon 1 of 1)"	NA	1879	transcript:Zm00001d044895_T001								
6-1586	6	100890628	100890827	+	9.19	NA	"exon (transcript:Zm00001d036788_T003, exon 10 of 11)"	NA	1393	transcript:Zm00001d036788_T001								
6-1462	6	173972169	173972368	+	9.19	NA	NA	NA	38098	transcript:Zm00001d039231_T005								
2-1547	2	178336181	178336380	+	9.19	NA	NA	NA	-18279	transcript:Zm00001d005555_T001								
10-971	10	3019474	3019673	+	9.19	NA	TTS (transcript:Zm00001d023320_T001)	NA	7304	transcript:Zm00001d023320_T005								
6-1655	6	141278816	141279015	+	9.19	NA	promoter-TSS (transcript:Zm00001d037893_T001)	NA	-722	transcript:Zm00001d037893_T001								
4-1595	4	224800443	224800642	+	9.19	NA	promoter-TSS (transcript:Zm00001d053296_T001)	NA	-621	transcript:Zm00001d053296_T001								
1-2248	1	64524272	64524471	+	9.19	NA	NA	NA	10031	transcript:Zm00001d029274_T001								
3-1647	3	72226096	72226295	+	9.19	NA	promoter-TSS (transcript:Zm00001d040857_T001)	NA	38	transcript:Zm00001d040857_T001								
8-1368	8	171780025	171780224	+	9.19	NA	NA	NA	-1701	transcript:Zm00001d012277_T003								
2-1955	2	242971830	242972029	+	9.19	NA	"exon (transcript:Zm00001d007927_T001, exon 1 of 1)"	NA	1375	transcript:Zm00001d007927_T001								
2-1582	2	205706003	205706202	+	9.19	NA	promoter-TSS (transcript:Zm00001d006361_T001)	NA	-819	transcript:Zm00001d006361_T001								
1-2190	1	19587080	19587279	+	9.19	NA	TTS (transcript:Zm00001d027991_T002)	NA	1188	transcript:Zm00001d027991_T003								
2-2308	2	226302485	226302684	+	9.19	NA	"exon (transcript:Zm00001d007270_T001, exon 4 of 6)"	NA	4351	transcript:Zm00001d007270_T001								
6-834	6	100075870	100076069	+	9.19	NA	"exon (transcript:Zm00001d036764_T003, exon 5 of 7)"	NA	-2292	transcript:Zm00001d036763_T001								
8-1375	8	174475947	174476146	+	9.19	NA	NA	NA	5174	transcript:Zm00001d012438_T001								
7-1283	7	74614512	74614711	+	9.19	NA	"intron (transcript:Zm00001d019907_T046, intron 24 of 24)"	NA	-20864	transcript:Zm00001d019908_T001								
1-2280	1	85770618	85770817	+	9.19	NA	NA	NA	4707	transcript:Zm00001d029755_T001								
10-1305	10	121838272	121838471	+	9.19	NA	NA	NA	-6509	transcript:Zm00001d025544_T001								
4-2066	4	127889207	127889406	+	9.19	NA	NA	NA	-3615	transcript:Zm00001d050872_T001								
1-2415	1	208984393	208984592	+	9.19	NA	"exon (transcript:Zm00001d031993_T001, exon 6 of 14)"	NA	1660	transcript:Zm00001d031993_T001								
2-1714	2	38753198	38753397	+	9.19	NA	"exon (transcript:Zm00001d003284_T003, exon 4 of 7)"	NA	2783	transcript:Zm00001d003284_T003								
3-1318	3	230011893	230012092	+	9.19	NA	"exon (transcript:Zm00001d044503_T007, exon 1 of 13)"	NA	507	transcript:Zm00001d044503_T006								
9-1472	9	42519850	42520049	+	9.19	NA	NA	NA	-3102	transcript:Zm00001d045835_T001								
7-1620	7	151503187	151503386	+	9.19	NA	NA	NA	-6276	transcript:Zm00001d021411_T001								
9-1469	9	40036948	40037147	+	9.19	NA	NA	NA	-1895	transcript:Zm00001d045803_T001								
3-1851	3	5116226	5116425	+	9.19	NA	NA	NA	3141	transcript:Zm00001d039468_T001								
10-1012	10	46381075	46381274	+	9.19	NA	NA	NA	-26131	transcript:Zm00001d024112_T001								
10-1067	10	94663360	94663559	+	9.19	NA	NA	NA	6235	transcript:Zm00001d024913_T001								
3-1435	3	117132426	117132625	+	9.19	NA	NA	NA	-65241	transcript:Zm00001d041403_T001								
1-2231	1	51842536	51842735	+	9.19	NA	promoter-TSS (transcript:Zm00001d028930_T001)	NA	-835	transcript:Zm00001d028930_T001								
3-1765	3	190352067	190352266	+	9.19	NA	NA	NA	-3798	transcript:Zm00001d043156_T001								
4-2050	4	120958237	120958436	+	9.19	NA	"intron (transcript:Zm00001d050753_T001, intron 1 of 10)"	NA	258	transcript:Zm00001d050753_T001								
1-2699	1	71026721	71026920	+	9.19	NA	promoter-TSS (transcript:Zm00001d022757_T001)	NA	-402	transcript:Zm00001d022757_T001								
10-1181	10	21665973	21666172	+	9.19	NA	NA	NA	137357	transcript:Zm00001d023796_T050								
1-2872	1	212909078	212909277	+	9.19	NA	NA	NA	-45602	transcript:Zm00001d032101_T002								
9-1439	9	22704133	22704332	+	9.19	NA	NA	NA	-10789	transcript:Zm00001d027068_T001								
8-1262	8	96904402	96904601	+	9.19	NA	NA	NA	29058	transcript:Zm00001d010049_T002								
10-983	10	13071189	13071388	+	9.19	NA	"intron (transcript:Zm00001d023635_T001, intron 5 of 7)"	NA	4518	transcript:Zm00001d023635_T001								
3-1165	3	75675412	75675611	+	9.19	NA	NA	NA	-74372	transcript:Zm00001d040888_T002								
9-1574	9	115119327	115119526	+	9.19	NA	promoter-TSS (transcript:Zm00001d047012_T001)	NA	-284	transcript:Zm00001d047012_T001								
1-1819	1	281981594	281981793	+	9.19	NA	"exon (transcript:Zm00001d034038_T005, exon 1 of 4)"	NA	2205	transcript:Zm00001d034038_T005								
7-1435	7	20418309	20418508	+	9.19	NA	NA	NA	7272	transcript:Zm00001d019174_T001								
9-1375	9	152519552	152519751	+	9.19	NA	TTS (transcript:Zm00001d048208_T001)	NA	1706	transcript:Zm00001d048208_T001								
6-1288	6	60129705	60129904	+	9.19	NA	"exon (transcript:Zm00001d035915_T001, exon 1 of 8)"	NA	1581	transcript:Zm00001d035915_T001								
2-1888	2	204946043	204946242	+	9.19	NA	"exon (transcript:Zm00001d006335_T003, exon 11 of 16)"	NA	2220	transcript:Zm00001d006335_T004								
10-1127	10	137671114	137671313	+	9.19	NA	"5' UTR (transcript:Zm00001d026070_T005, exon 2 of 12)"	NA	271	transcript:Zm00001d026070_T005								
5-1733	5	202096419	202096618	+	9.19	NA	"intron (transcript:Zm00001d017625_T001, intron 2 of 4)"	NA	1625	transcript:Zm00001d017625_T001								
4-1843	4	205272597	205272796	+	9.19	NA	"intron (transcript:Zm00001d052932_T001, intron 10 of 12)"	NA	3101	transcript:Zm00001d052932_T001								
6-1530	6	58690170	58690369	+	9.19	NA	NA	NA	13505	transcript:Zm00001d035894_T001								
2-1985	2	11661980	11662179	+	9.19	NA	TTS (transcript:Zm00001d002388_T008)	NA	2072	transcript:Zm00001d002388_T001								
5-1685	5	168237800	168237999	+	9.19	NA	"intron (transcript:Zm00001d016581_T014, intron 6 of 39)"	NA	491	transcript:Zm00001d016581_T019								
3-1283	3	200702504	200702703	+	9.19	NA	promoter-TSS (transcript:Zm00001d043461_T001)	NA	-552	transcript:Zm00001d043461_T001								
1-2097	1	260631805	260632004	+	9.19	NA	"exon (transcript:Zm00001d033368_T054, exon 15 of 17)"	NA	509	transcript:Zm00001d033368_T071								
2-2254	2	204007710	204007909	+	9.19	NA	"intron (transcript:Zm00001d006296_T013, intron 13 of 18)"	NA	1909	transcript:Zm00001d006296_T033								
8-1402	8	6084739	6084938	+	9.19	NA	promoter-TSS (transcript:Zm00001d008348_T001)	NA	-282	transcript:Zm00001d008348_T001								
2-2150	2	141255258	141255457	+	9.19	NA	NA	NA	34595	transcript:Zm00001d004822_T001								
1-2177	1	12208732	12208931	+	9.19	NA	NA	NA	-26390	transcript:Zm00001d027723_T002								
8-1210	8	30341453	30341652	+	9.19	NA	TTS (transcript:Zm00001d009022_T001)	NA	1948	transcript:Zm00001d009022_T001								
1-3013	1	298382020	298382219	+	9.19	NA	NA	NA	29813	transcript:Zm00001d034627_T004								
10-1115	10	130676084	130676283	+	9.19	NA	"exon (transcript:Zm00001d025821_T001, exon 4 of 5)"	NA	2126	transcript:Zm00001d025821_T001								
1-2227	1	49994684	49994883	+	9.19	NA	"exon (transcript:Zm00001d028895_T001, exon 5 of 9)"	NA	1592	transcript:Zm00001d028895_T001								
8-1101	8	121004304	121004503	+	9.19	NA	NA	NA	-2417	transcript:Zm00001d010585_T002								
2-2140	2	134232737	134232936	+	9.19	NA	NA	NA	-92506	transcript:Zm00001d004728_T001								
4-1230	4	60248556	60248755	+	9.19	NA	NA	NA	38558	transcript:Zm00001d050021_T001								
1-2343	1	154055026	154055225	+	9.19	NA	NA	NA	14335	transcript:Zm00001d030696_T001								
7-1368	7	159834368	159834567	+	9.19	NA	NA	NA	-2513	transcript:Zm00001d021679_T001								
5-2026	5	182345389	182345588	+	9.19	NA	"exon (transcript:Zm00001d016999_T004, exon 3 of 3)"	NA	299	transcript:Zm00001d016999_T005								
8-1019	8	31327658	31327857	+	9.19	NA	NA	NA	-143023	transcript:Zm00001d009041_T002								
7-1378	7	167295534	167295733	+	9.19	NA	"intron (transcript:Zm00001d021972_T005, intron 18 of 24)"	NA	-17903	transcript:Zm00001d021971_T001								
1-2626	1	29444707	29444906	+	9.19	NA	NA	NA	-6138	transcript:Zm00001d028294_T001								
1-1930	1	74317388	74317587	+	9.19	NA	NA	NA	45024	transcript:Zm00001d029520_T002								
10-1340	10	138136526	138136725	+	9.19	NA	"exon (transcript:Zm00001d026088_T001, exon 6 of 8)"	NA	7198	transcript:Zm00001d026088_T001								
1-2994	1	288270576	288270775	+	9.19	NA	NA	NA	4060	transcript:Zm00001d034262_T001								
1-1922	1	62243842	62244041	+	9.19	NA	NA	NA	-23444	transcript:Zm00001d029203_T002								
8-1005	8	19660990	19661189	+	9.19	NA	"3' UTR (transcript:Zm00001d008777_T007, exon 10 of 11)"	NA	-1199	transcript:Zm00001d008778_T001								
1-2449	1	234988988	234989187	+	9.19	NA	NA	NA	5829	transcript:Zm00001d032696_T001								
6-1731	6	172149108	172149307	+	9.19	NA	"intron (transcript:Zm00001d039184_T001, intron 1 of 1)"	NA	1208	transcript:Zm00001d039184_T001								
1-2639	1	35445292	35445491	+	9.19	NA	NA	NA	-22461	transcript:Zm00001d028454_T001								
4-2133	4	184290172	184290371	+	9.19	NA	"exon (transcript:Zm00001d052237_T001, exon 5 of 11)"	NA	2287	transcript:Zm00001d052237_T002								
7-1478	7	45029090	45029289	+	9.19	NA	NA	NA	18371	transcript:Zm00001d019590_T001								
5-1107	5	982638	982837	+	9.19	NA	TTS (transcript:Zm00001d012839_T001)	NA	2294	transcript:Zm00001d012838_T001								
2-2222	2	184420423	184420622	+	9.19	NA	NA	NA	-32467	transcript:Zm00001d005715_T002								
6-1505	6	42944913	42945112	+	9.19	NA	"exon (transcript:Zm00001d035720_T001, exon 3 of 4)"	NA	953	transcript:Zm00001d035720_T001								
3-1534	3	221961596	221961795	+	9.19	NA	NA	NA	4849	transcript:Zm00001d044214_T001								
2-2211	2	176643572	176643771	+	9.19	NA	NA	NA	-1675	transcript:Zm00001d005506_T001								
4-2093	4	162978972	162979171	+	9.19	NA	"exon (transcript:Zm00001d051568_T001, exon 4 of 4)"	NA	3312	transcript:Zm00001d051568_T001								
2-1689	2	19343079	19343278	+	9.19	NA	"intron (transcript:Zm00001d002690_T002, intron 2 of 2)"	NA	923	transcript:Zm00001d002690_T006								
5-1949	5	119904692	119904891	+	9.19	NA	NA	NA	155761	transcript:Zm00001d015789_T005								
1-2714	1	85536842	85537041	+	9.19	NA	NA	NA	23827	transcript:Zm00001d029754_T010								
4-2039	4	106639227	106639426	+	9.19	NA	NA	NA	79558	transcript:Zm00001d050633_T006								
3-1768	3	191660456	191660655	+	9.19	NA	NA	NA	-36983	transcript:Zm00001d043206_T001								
10-1345	10	140702633	140702832	+	9.19	NA	"intron (transcript:Zm00001d026195_T005, intron 2 of 14)"	NA	1821	transcript:Zm00001d026195_T007								
5-1958	5	126249550	126249749	+	9.19	NA	NA	NA	-18176	transcript:Zm00001d015851_T001								
3-1668	3	97775234	97775433	+	9.19	NA	"exon (transcript:Zm00001d041108_T012, exon 2 of 9)"	NA	272	transcript:Zm00001d041108_T021								
6-1367	6	121701505	121701704	+	9.19	NA	NA	NA	-62086	transcript:Zm00001d037332_T001								
4-1825	4	191755682	191755881	+	9.19	NA	NA	NA	36023	transcript:Zm00001d052511_T001								
1-2554	1	303106374	303106573	+	9.19	NA	promoter-TSS (transcript:Zm00001d034826_T005)	NA	-241	transcript:Zm00001d034826_T005								
5-1931	5	104995384	104995583	+	9.19	NA	NA	NA	58443	transcript:Zm00001d015670_T001								
10-1186	10	25702808	25703007	+	9.19	NA	NA	NA	13165	transcript:Zm00001d023870_T001								
3-1602	3	34226709	34226908	+	9.19	NA	NA	NA	-23941	transcript:Zm00001d040254_T001								
2-1407	2	8908812	8909011	+	9.19	NA	"intron (transcript:Zm00001d002246_T001, intron 4 of 5)"	NA	3262	transcript:Zm00001d002247_T001								
8-1448	8	49785318	49785517	+	9.19	NA	TTS (transcript:Zm00001d009271_T001)	NA	5443	transcript:Zm00001d009271_T002								
3-1946	3	65859057	65859256	+	9.19	NA	promoter-TSS (transcript:Zm00001d040784_T007)	NA	-681	transcript:Zm00001d040784_T005								
1-2146	1	300241525	300241724	+	9.19	NA	"exon (transcript:Zm00001d034701_T017, exon 5 of 12)"	NA	658	transcript:Zm00001d034701_T026								
9-1450	9	27021147	27021346	+	9.19	NA	"intron (transcript:Zm00001d045572_T001, intron 1 of 6)"	NA	1727	transcript:Zm00001d045572_T001								
3-2097	3	187827267	187827466	+	9.19	NA	TTS (transcript:Zm00001d043059_T001)	NA	3157	transcript:Zm00001d043060_T001								
3-2085	3	179441546	179441745	+	9.19	NA	NA	NA	6979	transcript:Zm00001d042779_T001								
3-2184	3	227783030	227783229	+	9.19	NA	NA	NA	-9986	transcript:Zm00001d044432_T011								
5-1160	5	56526148	56526347	+	9.19	NA	NA	NA	-11357	transcript:Zm00001d001559_T001								
3-2168	3	222864356	222864555	+	9.19	NA	NA	NA	-1368	transcript:Zm00001d044243_T002								
7-1541	7	102493733	102493932	+	9.19	NA	"intron (transcript:Zm00001d020257_T001, intron 1 of 1)"	NA	498	transcript:Zm00001d020257_T001								
5-1134	5	20380404	20380603	+	9.19	NA	"5' UTR (transcript:Zm00001d013796_T048, exon 5 of 8)"	NA	1704	transcript:Zm00001d013796_T008								
10-886	10	74956760	74956959	+	9.19	NA	"intron (transcript:Zm00001d024511_T001, intron 2 of 5)"	NA	1002	transcript:Zm00001d024511_T001								
1-2463	1	243611885	243612084	+	9.19	NA	TTS (transcript:Zm00001d032931_T003)	NA	1420	transcript:Zm00001d032931_T005								
6-1486	6	27055989	27056188	+	9.19	NA	NA	NA	46156	transcript:Zm00001d035457_T001								
10-1039	10	70166766	70166965	+	9.19	NA	NA	NA	22851	transcript:Zm00001d024418_T004								
5-1405	5	135264621	135264820	+	9.19	NA	NA	NA	-193094	transcript:Zm00001d015971_T006								
